Street Number	Street Name	Zip Code	Full Address	Latitude	Longitude	Pickup Type	Grade	Geocode	Student Uses Wheelchair	Requires Monitor	Child Safety Restraint System	Neighborhood Safety Score	Proposed Maximium Walk to Stop Distance	Assigned School	Current School Start Time	Current School End Time	School Address	School Latitude	School Longitude
51	CHESTNUT RD	2132	51 Chestnut Rd	42.26436	-71.1601	D2D	2	25025130404				3	0.3	Ted Williams School	7:30:00 AM	2:10:00 PM	"131 Walnut Ave, 02119"	42.320827	-71.086945
51	HANCOCK ST	2114	51 Hancock St # 3	42.3597	-71.06459	Corner	6	25025020302				4	0.5	Frank Malzone School	8:30:00 AM	4:00:00 PM	"20 Kearsarge Ave, 02119"	42.327022	-71.081716
51	FAYWOOD AV	2128	51 Faywood Ave	42.39088	-71.00144	Corner	4	25025051101				3	0.5	Ellis Burks School	7:30:00 AM	2:10:00 PM	"90 Warren Ave, 02116"	42.344252	-71.07349
51	SAGAMORE ST	2125	51 Sagamore St	42.31512	-71.05436	Corner	3	25025091100				3	0.5	Pete Runnels School	8:30:00 AM	3:10:00 PM	"95 Needham Rd, 02136"	42.243071	-71.124169
51	HOLLYWOOD RD	2132	51 Hollywood Rd	42.29582	-71.14792	Corner	3	25025110601				1	0.5	Fred Lynn School	8:30:00 AM	4:00:00 PM	"80 School St, 02119"	42.314132	-71.099279
51	HOLLYWOOD RD	2132	51 Hollywood Rd	42.29582	-71.14792	D2D	K	25025110601				1	0.3	John Harrington School	8:30:00 AM	4:00:00 PM	"154 Ruskindale Rd, 02126"	42.26739	-71.104443
51	ELIOT ST	2130	51 Eliot St # 52	42.3132	-71.11879	Corner	4	25025120103				1	0.5	Haywood Sullivan School	9:30:00 AM	4:10:00 PM	"20 Warren St, 02135"	42.350354	-71.145582
51	ORCHARDFIELD ST	2122	51 Orchardfield St	42.30445	-71.05724	Corner	2	25025091600				6	0.3	Marty Barrett School	7:30:00 AM	3:00:00 PM	"189 Glenway St, 02121"	42.296597	-71.080657
51	LAKE SHORE CT	2135	51 Lake Shore Ct #51-4	42.34613	-71.17133	Corner	3	25025000302				1	0.5	Bill Carrigan School	7:30:00 AM	2:10:00 PM	"55 Malcolm X Blvd, 02120"	42.330843	-71.088386
51	ROCKDALE ST	2126	51 Rockdale St	42.26749	-71.09775	Corner	2	25025101001				4	0.3	Ned Martin School	8:30:00 AM	4:00:00 PM	"50 Beechcroft St, 02135"	42.351069	-71.161468
51	CRICKET LA	2132	51 Cricket Ln	42.29564	-71.16383	Corner	3	25025130100				1	0.5	Tris Speaker School	7:30:00 AM	2:10:00 PM	"40 Pershing Rd, 02130"	42.318999	-71.114084
51	E SPRINGFIELD ST	2118	51 E Springfield St # 4	42.33562	-71.07496	D2D	3	25025071101				7	0.5	Jimmy Collins School	7:30:00 AM	3:00:00 PM	"5125 Washington St, 02132"	42.263432	-71.155874
51	EVERETT ST	2128	51 Everett St	42.36776	-71.035608	D2D	6	25025050400				4	0.5	Rico Petrocelli School	8:30:00 AM	4:00:00 PM	"200 Heath St, 02130"	42.326009	-71.106552
51	PARK DR	2215	51 Park Dr # 11	42.34319	-71.09503	Corner	1	25025010408				3	0.4	Joe Cronin School	7:30:00 AM	2:10:00 PM	"35 Brookford St, 02125"	42.318206	-71.075627
51	SAWYER AV	2125	51 Sawyer Ave	42.31211	-71.06044	Corner	5	25025091500				6	0.5	Jason Varitek School	9:30:00 AM	5:00:00 PM	"205 Roxbury St, 02119"	42.330591	-71.091208
51	ST STEPHEN ST	2115	51 Saint Stephen St	42.34233	-71.08724	Corner	4	25025010404				1	0.5	Joe Cronin School	7:30:00 AM	2:10:00 PM	"35 Brookford St, 02125"	42.318206	-71.075627
51	PARK ST	2129	51 Park St	42.373587	-71.060361	Corner	2	25025040100				2	0.3	Bill Lee School	8:30:00 AM	3:10:00 PM	"25 Warren St, 02135"	42.349138	-71.145516
51	HANCOCK ST	2114	51 Hancock St # 8	42.3597	-71.06459	Corner	4	25025020302				4	0.5	Nomar Garciaparra School	8:30:00 AM	3:10:00 PM	"54 Dighton St, 02135"	42.347796	-71.155576
51	MORRIS ST	2128	51 Morris St	42.37582	-71.03257	Corner	3	25025050700				3	0.5	Vern Stephens School	9:30:00 AM	5:00:00 PM	"50 Bunker Hill St, 02129"	42.37668	-71.057759
51	LEAMINGTON RD	2134	51 Leamington Rd	42.34229	-71.15054	Corner	5	25025000401				1	0.5	Rick Burleson School	7:30:00 AM	3:00:00 PM	"35 Sunnyside St, 02136"	42.251551	-71.133338
51	THOMAS PK	2127	51 Thomas Park	42.33208	-71.04655	Corner	3	25025060400				2	0.5	Herb Pennock School	7:30:00 AM	2:10:00 PM	"100 Maxwell St, 02124"	42.281211	-71.080863
52	GUILD ST	2119	52 Guild St	42.327064	-71.089974	D2D	5	25025081400				6	0.5	Larry Gardner School	8:30:00 AM	4:00:00 PM	"325 Mt Vernon St, 02125"	42.317259	-71.042872
52	CHURCH ST	2116	52 Church St	42.34971	-71.06865	D2D	1	25025070300				5	0.2	Jim Lonborg School	8:30:00 AM	4:00:00 PM	"270 Columbia Rd, 02121"	42.309175	-71.0756
52	CHARLESGATE EAST  	2215	52 Charlesgate East #157	42.34722	-71.0912	D2D	4	25025010203				6	0.5	Frank Malzone School	8:30:00 AM	4:00:00 PM	"20 Kearsarge Ave, 02119"	42.327022	-71.081716
52	ALPHEUS RD	2131	52 Alpheus Rd	42.27083	-71.12827	Corner	6	25025140105				2	0.5	Wes Ferrell School	8:30:00 AM	3:10:00 PM	"20 Child St, 02130"	42.307318	-71.114485
52	O ST	2127	52 O St # 2	42.33672	-71.02909	Corner	K	25025060101				1	0.3	Don Zimmer School	9:30:00 AM	5:00:00 PM	"67 Alleghany St, 02120"	42.330669	-71.099301
52	WILLIAMS AV	2136	52 Williams Ave	42.24947	-71.11806	D2D	2	25025140202				2	0.4	Joe Morgan School	8:30:00 AM	3:10:00 PM	"195 Leyden St, 02128"	42.388404	-71.004216
52	HUMPHREYS ST	2125	52 Humphreys St	42.31878	-71.06725	D2D	1	25025091300				5	0.2	Bob Stanley School	9:30:00 AM	5:00:00 PM	"11 Charles St, 02122"	42.300881	-71.061732
52	O ST	2127	52 O St	42.33672	-71.02909	Corner	5	25025060101				1	0.4	Tommy Harper School	8:30:00 AM	4:00:00 PM	"396 Northampton St, 02118"	42.340473	-71.08306
52	BIRD ST	2125	52 Bird St	42.3144	-71.06897	D2D	5	25025091400				6	0.5	Curt Gowdy School	7:30:00 AM	3:00:00 PM	"95 G St, 02127"	42.332875	-71.044888
52	CLARENDON ST	2116	52 Clarendon St	42.34596	-71.07308	Corner	6	25025070300				5	0.5	Luis Tiant School	9:30:00 AM	5:00:00 PM	"6 Shirley St, 02119"	42.323526	-71.072897
52	CUMMINGS RD	2135	52 Cummings Rd	42.34108	-71.14511	Corner	3	25025000504				2	0.5	Frank Malzone School	8:30:00 AM	4:00:00 PM	"20 Kearsarge Ave, 02119"	42.327022	-71.081716
52	JONES AV	2124	52 Jones Ave	42.28599	-71.08422	Corner	4	25025100200				7	0.5	Rico Petrocelli School	8:30:00 AM	4:00:00 PM	"200 Heath St, 02130"	42.326009	-71.106552
52	CUMMINGS RD	2135	52 Cummings Rd # 2	42.34108	-71.14511	D2D	1	25025000504				2	0.2	Mo Vaughn School	9:30:00 AM	4:10:00 PM	"30 Athol St, 02134"	42.360776	-71.133959
52	STRATHMORE RD	2135	52 Strathmore Rd # 52-21	42.33784	-71.1477	Corner	2	25025000504				2	0.4	Tony Conigliaro School	8:30:00 AM	3:10:00 PM	"7 Bolster St, 02130"	42.321804	-71.105636
53	SUNNYSIDE ST	2136	53 Sunnyside St	42.25075	-71.13388	Corner	3	25025140102				3	0.5	Dick O'Connell School	8:30:00 AM	4:00:00 PM	"612 Metropolitan Av, 02136"	42.265228	-71.117446
53	FLETCHER ST	2131	53 Fletcher St	42.2898	-71.13713	Corner	5	25025110607				1	0.5	Mo Vaughn School	9:30:00 AM	4:10:00 PM	"30 Athol St, 02134"	42.360776	-71.133959
53	STOUGHTON ST	2125	53 Stoughton St	42.316146	-71.06351	D2D	3	25025091200				6	0.5	Ira Flagstaff School	8:30:00 AM	4:00:00 PM	"100 Maxwell St, 02124"	42.281211	-71.080863
53	STANWOOD ST	2121	53 Stanwood St	42.30886	-71.07994	Corner	K	25025090200				7	0.3	Pete Runnels School	8:30:00 AM	3:10:00 PM	"95 Needham Rd, 02136"	42.243071	-71.124169
53	LAWN ST	2120	53 Lawn St # 2	42.3272	-71.10568	Corner	3	25025081100				2	0.5	Vern Stephens School	9:30:00 AM	5:00:00 PM	"50 Bunker Hill St, 02129"	42.37668	-71.057759
53	PROSPECT AV	2131	53 Prospect Ave	42.28523	-71.12314	Corner	3	25025110401				4	0.3	Jason Varitek School	9:30:00 AM	5:00:00 PM	"205 Roxbury St, 02119"	42.330591	-71.091208
53	WALDEN ST	2130	53 Walden St	42.324078	-71.104334	D2D	3	25025081200				4	0.5	Bob Stanley School	9:30:00 AM	5:00:00 PM	"11 Charles St, 02122"	42.300881	-71.061732
53	FAWNDALE RD	2131	53 Fawndale Rd	42.28984	-71.12133	Corner	4	25025110401				4	0.5	Tris Speaker School	7:30:00 AM	2:10:00 PM	"40 Pershing Rd, 02130"	42.318999	-71.114084
53	CHANDLER ST	2116	53 Chandler St # 53-3	42.34701	-71.07143	D2D	3	25025070300				5	0.5	Rick Ferrell School	7:30:00 AM	3:00:00 PM	"570 Amer Legion Hwy, 02131"	42.286377	-71.107826
53	SUNSET HILL RD	2132	53 Sunset Hill Rd	42.29074	-71.14476	D2D	K	25025110601				1	0.2	Haywood Sullivan School	9:30:00 AM	4:10:00 PM	"20 Warren St, 02135"	42.350354	-71.145582
53	NORTON ST	2122	53 Norton St	42.30573	-71.06843	D2D	6	25025091800				6	0.4	Vern Stephens School	9:30:00 AM	5:00:00 PM	"50 Bunker Hill St, 02129"	42.37668	-71.057759
53	GROVE ST	2114	53 Grove St # 53-4	42.3594	-71.06873	Corner	6	25025020101				2	0.5	Jerry Remy School	8:30:00 AM	4:00:00 PM	"315 Mt Vernon St, 02125"	42.317753	-71.043822
53	F ST	2127	53 F St	42.33445	-71.05036	Corner	5	25025060800				4	0.5	Dick Bresciani School	7:30:00 AM	3:00:00 PM	"20 Church St, 02116"	42.348816	-71.068212
53	BATEMAN ST	2131	53 Bateman St	42.27144	-71.131	Corner	3	25025140105				2	0.5	Bruce Hurst School	8:30:00 AM	4:00:00 PM	"144 McBride St, 02130"	42.306584	-71.109228
53	FARRAGUT RD	2127	53 Farragut Rd	42.33639	-71.02537	Corner	1	25025060101				1	0.2	Carlton Fisk School	7:30:00 AM	2:10:00 PM	"60 Washington St, 02121"	42.307152	-71.081162
54	VIRGINIA ST	2125	54 Virginia St	42.31513	-71.06859	Corner	3	25025091400				6	0.5	John Gorman School	8:30:00 AM	4:00:00 PM	"110 Beachview Rd, 02128"	42.391629	-71.005053
54	BILLINGS                  ST  	2132	54 Billings St	42.27084	-71.16938	D2D	3	25025130402				2	0.3	Ken Coleman School	8:30:00 AM	3:10:00 PM	"40 School St, 02124"	42.296691	-71.074892
54	NEPONSET AV	2122	54 Neponset Ave	42.29621	-71.05452	D2D	1	25025092101				6	0.4	Ned Martin School	8:30:00 AM	4:00:00 PM	"50 Beechcroft St, 02135"	42.351069	-71.161468
54	GREEN ST	2130	54 Green St #3	42.3594	-71.0587	Corner	6	25025030300				7	0.5	Jason Varitek School	9:30:00 AM	5:00:00 PM	"205 Roxbury St, 02119"	42.330591	-71.091208
54	CRESCENT AV	2125	54 Crescent Ave	42.31941	-71.05387	Corner	1	25025090700				6	0.4	Carl Yastrzemski School	7:30:00 AM	3:00:00 PM	"11 Charles St, 02122"	42.300881	-71.061732
54	HALL ST	2130	54 Hall St # 1	42.30495	-71.11224	Corner	6	25025120201				3	0.4	Marty Barrett School	7:30:00 AM	3:00:00 PM	"189 Glenway St, 02121"	42.296597	-71.080657
54	HARVARD ST	2129	54 Harvard St	42.37335	-71.0633	D2D	1	25025040100				2	0.4	Joe Cronin School	7:30:00 AM	2:10:00 PM	"35 Brookford St, 02125"	42.318206	-71.075627
54	COMMONWEALTH AV	2116	54 Commonwealth Ave # 1	42.352516	-71.074142	Corner	6	25025010702				7	0.5	Dennis Eckersley School	7:30:00 AM	2:10:00 PM	"75 Malcolm X Blvd, 02120"	42.332063	-71.090845
54	TAUNTON AV	2136	54 Taunton Ave	42.2679	-71.1073	D2D	6	25025140400				3	0.4	Red Ruffing School	7:30:00 AM	2:10:00 PM	"30 Millstone Rd, 02136"	42.233938	-71.132846
54	SAMOSET ST	2124	54 Samoset St	42.29024	-71.06441	Corner	6	25025100500				6	0.5	Harry Hooper School	7:30:00 AM	2:10:00 PM	"9 Peacevale Rd, 02124"	42.285125	-71.076013
55	HARDING RD	2131	55 Harding Rd	42.28161	-71.11762	D2D	K	25025110201				4	0.3	Joe Cronin School	7:30:00 AM	2:10:00 PM	"35 Brookford St, 02125"	42.318206	-71.075627
55	TEMPLE PL	2111	55 Temple Pl # 55-6	42.354894	-71.061756	D2D	1	25025070101				7	0.2	Smoky Wood School	9:30:00 AM	5:00:00 PM	"302 Walnut Ave, 02119"	42.316916	-71.092292
55	STEARNS RD	2132	55 Stearns Rd	42.26718	-71.15398	Corner	K	25025130404				3	0.3	Ellis Burks School	7:30:00 AM	2:10:00 PM	"90 Warren Ave, 02116"	42.344252	-71.07349
55	WENSLEY ST	2120	55 Wensley St # 2	42.32741	-71.10239	D2D	2	25025081100				2	0.4	Curt Gowdy School	7:30:00 AM	3:00:00 PM	"95 G St, 02127"	42.332875	-71.044888
55	SHATTUCK ST	2115	55 Shattuck St	42.336191	-71.105538	D2D	1	25025081001				5	0.4	Jason Varitek School	9:30:00 AM	5:00:00 PM	"205 Roxbury St, 02119"	42.330591	-71.091208
55	WILDWOOD ST	2126	55 Wildwood St	42.28288	-71.08948	D2D	6	25025101102				6	0.5	Bob Stanley School	9:30:00 AM	5:00:00 PM	"11 Charles St, 02122"	42.300881	-71.061732
55	BROCK ST	2135	55 Brock St	42.35092	-71.16013	Corner	3	25025000202				2	0.5	Dick Williams School	7:30:00 AM	2:10:00 PM	"1205 VFW Pkwy, 02132"	42.282206	-71.174549
55	WACHUSETT ST	2136	55 Wachusett St	42.26157	-71.10128	Corner	1	25025140400				3	0.4	Harry Hooper School	7:30:00 AM	2:10:00 PM	"9 Peacevale Rd, 02124"	42.285125	-71.076013
55	WILLOWWOOD ST	2124	55 Willowwood St	42.28443	-71.08638	D2D	6	25025100200				7	0.5	Dick Bresciani School	7:30:00 AM	3:00:00 PM	"20 Church St, 02116"	42.348816	-71.068212
55	ORMOND ST	2126	55 Ormond St	42.28189	-71.09315	Corner	6	25025101101				4	0.5	John Valentin School	9:30:00 AM	5:00:00 PM	"426 Beech St, 02131"	42.277735	-71.135332
55	MOZART ST	2130	55 Mozart St # 1	42.32074	-71.1048	Corner	6	25025120500				6	0.5	Jim Rice School	8:30:00 AM	3:10:00 PM	"215 Dorchester St, 02127"	42.333728	-71.050617
55	HARBOR VIEW ST	2125	55 Harbor View St	42.31692	-71.05408	Corner	2	25025091100				3	0.4	Wade Boggs School	7:30:00 AM	2:10:00 PM	"50 School St, 02129"	42.377893	-71.064634
55	PAUL GORE ST	2130	55 Paul Gore St	42.31959	-71.10849	Corner	K	25025120600				3	0.2	Red Ruffing School	7:30:00 AM	2:10:00 PM	"30 Millstone Rd, 02136"	42.233938	-71.132846
55	SEFTON ST	2136	55 Sefton St	42.26974	-71.10761	D2D	K	25025140400				3	0.3	Bobby Doerr School	7:30:00 AM	2:10:00 PM	"86 White St, 02128"	42.381099	-71.035074
55	BROADLAWN PK	2467	55 Broadlawn Park # 22B	42.302514	-71.165527	D2D	3	25025130100				1	0.5	Bob Stanley School	9:30:00 AM	5:00:00 PM	"11 Charles St, 02122"	42.300881	-71.061732
55	GLENWOOD AV	2136	55 Glenwood Ave	42.24797	-71.12593	Corner	6	25025140201				3	0.5	Cecil Hughson School	8:30:00 AM	4:00:00 PM	"18 Croftland Av, 02124"	42.281235	-71.069592
55	WALNUT ST	2136	55 Walnut St	42.25273	-71.12164	Corner	3	25025140300				6	0.5	Mel Parnell School	8:30:00 AM	3:10:00 PM	"71 Pleasant St, 02125"	42.31365	-71.059813
55	BELLAMY ST	2135	55 Bellamy St	42.35504	-71.17135	D2D	3	25025000301				2	0.5	Dwight Evans School	8:30:00 AM	3:10:00 PM	"90 Warren Ave, 02116"	42.344252	-71.07349
55	BYRON ST	2128	55 Byron St	42.38454	-71.01953	D2D	3	25025051000				2	0.5	Pete Runnels School	8:30:00 AM	3:10:00 PM	"95 Needham Rd, 02136"	42.243071	-71.124169
56	PARK VALE AV	2134	56 Park Vale Ave # 56-15	42.352808	-71.133438	Corner	1	25025000704				4	0.2	Ken Coleman School	8:30:00 AM	3:10:00 PM	"40 School St, 02124"	42.296691	-71.074892
56	SPENCER ST	2124	56 Spencer St	42.29513	-71.07636	D2D	6	25025092300				7	0.4	Dave Ferriss School	8:30:00 AM	4:00:00 PM	"150 Newbury St, 02116"	42.350546	-71.07797
56	MALLET ST	2124	56 Mallet St	42.29009	-71.0587	D2D	1	25025100601				3	0.4	Dave Ferriss School	8:30:00 AM	4:00:00 PM	"150 Newbury St, 02116"	42.350546	-71.07797
56	BRYON RD	2467	56 Bryon Rd #56-5	42.301263	-71.167609	Corner	2	25025130100				1	0.4	Pedro Martinez School	8:30:00 AM	3:10:00 PM	"60 Glenmont Rd, 02135"	42.345453	-71.160198
56	N MARGIN ST	2113	56 N Margin St	42.364749	-71.056812	Corner	2	25025030200				3	0.4	Ellis Kinder School	8:30:00 AM	3:10:00 PM	"60 Hawthorne St, 02136"	42.28301	-71.126357
56	GLENHAM ST	2132	56 Glenham St	42.28763	-71.17084	Corner	6	25025130100				1	0.5	Jerry Remy School	8:30:00 AM	4:00:00 PM	"315 Mt Vernon St, 02125"	42.317753	-71.043822
56	BRAGDON ST	2119	56 Bragdon St	42.31841	-71.09868	Corner	1	25025081300				6	0.4	Joe Mooney School	8:30:00 AM	3:10:00 PM	"77 Lawrence Ave, 02121"	42.311055	-71.076481
56	PRINCE ST	2130	56 Prince St	42.31125	-71.12148	D2D	6	25025120103				1	0.5	Babe Ruth School	7:30:00 AM	3:00:00 PM	"78 Louis Pasteur, 02115"	42.337962	-71.101323
56	PARK VALE AV	2134	56 Park Vale Ave # 56-17	42.352808	-71.133438	Corner	5	25025000704				4	0.5	Dutch Leonard School	8:30:00 AM	4:00:00 PM	"655 Metropolitan Av, 02136"	42.262783	-71.117881
56	PERCIVAL ST	2122	56 Percival St # 1	42.30573	-71.06321	Corner	K	25025091600				6	0.2	Ben Mondor School	7:30:00 AM	3:00:00 PM	"205 Townsend St, 02121"	42.316794	-71.084757
56	CHARLESGATE EAST  	2215	56 Charlesgate East #143	42.34714	-71.091	Corner	6	25025010203				6	0.5	Luis Tiant School	9:30:00 AM	5:00:00 PM	"6 Shirley St, 02119"	42.323526	-71.072897
56	S RUSSELL ST	2114	56 S Russell St	42.359639	-71.065829	D2D	5	25025020200				2	0.5	Curt Schilling School	9:30:00 AM	4:10:00 PM	"95 Beechcroft St, 02135"	42.352125	-71.160745
56	BELMONT ST	2129	56 Belmont St	42.38204	-71.06494	D2D	6	25025040600				3	0.5	Mo Vaughn School	9:30:00 AM	4:10:00 PM	"30 Athol St, 02134"	42.360776	-71.133959
56	JOY ST	2114	56 Joy St	42.36043	-71.06524	Corner	6	25025020200				2	0.4	Ira Flagstaff School	8:30:00 AM	4:00:00 PM	"100 Maxwell St, 02124"	42.281211	-71.080863
56	WELLESLEY PK	2124	56 Wellesley Park	42.29532	-71.06562	D2D	6	25025092200				7	0.4	Pedro Martinez School	8:30:00 AM	3:10:00 PM	"60 Glenmont Rd, 02135"	42.345453	-71.160198
56	WELLESLEY PK	2124	56 Wellesley Park	42.29532	-71.06562	Corner	2	25025092200				7	0.3	Carlton Fisk School	7:30:00 AM	2:10:00 PM	"60 Washington St, 02121"	42.307152	-71.081162
56	CHARLESGATE EAST  	2215	56 Charlesgate East #132	42.34714	-71.091	Corner	1	25025010203				6	0.4	Luis Tiant School	9:30:00 AM	5:00:00 PM	"6 Shirley St, 02119"	42.323526	-71.072897
56	BERYL ST	2131	56 Beryl St	42.28398	-71.13964	Corner	2	25025110501				1	0.4	Dwight Evans School	8:30:00 AM	3:10:00 PM	"90 Warren Ave, 02116"	42.344252	-71.07349
56	HILLSDALE ST	2124	56 Hillsdale St	42.27914	-71.06049	D2D	2	25025100800				4	0.4	Mo Vaughn School	9:30:00 AM	4:10:00 PM	"30 Athol St, 02134"	42.360776	-71.133959
57	HOBART ST	2135	57 Hobart St	42.35523	-71.15999	Corner	1	25025000201				2	0.4	Eddie Kasko School	8:30:00 AM	4:00:00 PM	"97 Peterborough St, 02215"	42.343455	-71.099084
57	ROCKLAND ST	2132	57 Rockland St	42.257292	-71.15823	Corner	K	25025130406				2	0.3	Reggie Smith School	9:30:00 AM	5:00:00 PM	"40 Gordon Ave, 02136"	42.256769	-71.127075
57	BROADLAWN PK	2467	57 Broadlawn Park # 7A	42.302621	-71.165373	Corner	5	25025130100				1	0.5	Joe Castiglione School	7:30:00 AM	2:10:00 PM	"140 Russett Rd, 02132"	42.29256	-71.152211
57	THOMAS PK	2127	57 Thomas Park	42.33197	-71.04578	Corner	6	25025060400				2	0.5	Sr. Kennedy School	8:30:00 AM	3:10:00 PM	"160 Harrishof St, 02119"	42.317688	-71.091564
57	PETER PARLEY RD	2130	57 Peter Parley Rd	42.31033	-71.09966	Corner	1	25025120301				5	0.4	George Scott School	9:30:00 AM	5:00:00 PM	"152 Arlington St, 02116"	42.34842	-71.068867
57	FAWNDALE RD	2131	57 Fawndale Rd	42.28978	-71.12121	Corner	4	25025110401				4	0.3	Joe Castiglione School	7:30:00 AM	2:10:00 PM	"140 Russett Rd, 02132"	42.29256	-71.152211
57	WOOLSON ST	2126	57 Woolson St	42.281	-71.08936	D2D	4	25025101102				6	0.5	Tony Conigliaro School	8:30:00 AM	3:10:00 PM	"7 Bolster St, 02130"	42.321804	-71.105636
57	BUSINESS ST	2136	57 Business St	42.25347	-71.12764	D2D	6	25025140107				2	0.5	Tim Wakefield School	9:30:00 AM	4:10:00 PM	"85 Olney St, 02121"	42.306015	-71.073605
57	SLOCUM RD	2130	57 Slocum Rd	42.30913	-71.12494	Corner	4	25025120105				1	0.5	Mo Vaughn School	9:30:00 AM	4:10:00 PM	"30 Athol St, 02134"	42.360776	-71.133959
57	BROADLAWN PK	2467	57 Broadlawn Park # 23B	42.302621	-71.165373	D2D	1	25025130100				1	0.4	Tim Wakefield School	9:30:00 AM	4:10:00 PM	"85 Olney St, 02121"	42.306015	-71.073605
57	BROADLAWN PK	2467	57 Broadlawn Park # 12A	42.302621	-71.165373	D2D	4	25025130100				1	0.3	Billy Goodman School	8:30:00 AM	4:00:00 PM	"20 Child Street, 02130"	42.307318	-71.114485
57	MONMOUTH ST	2128	57 Monmouth St	42.38015	-71.03673	D2D	5	25025050101				3	0.5	John Gorman School	8:30:00 AM	4:00:00 PM	"110 Beachview Rd, 02128"	42.391629	-71.005053
57	MARLBOROUGH ST	2116	57 Marlborough St # 4	42.3541	-71.07504	Corner	K	25025010801				1	0.3	Jimmy Collins School	7:30:00 AM	3:00:00 PM	"5125 Washington St, 02132"	42.263432	-71.155874
57	MSGR P J LYDON WY	2124	57 Monsignor Patrick J. Lydon Way	42.28872	-71.060039	Corner	K	25025100601				3	0.3	Bobby Doerr School	7:30:00 AM	2:10:00 PM	"86 White St, 02128"	42.381099	-71.035074
57	STRATHMORE RD	2135	57 Strathmore Rd	42.33834	-71.14774	Corner	4	25025000504				2	0.5	Joe Castiglione School	7:30:00 AM	2:10:00 PM	"140 Russett Rd, 02132"	42.29256	-71.152211
57	FOREST ST	2119	57 Forest St	42.32584	-71.07685	D2D	3	25025080100				7	0.3	Don Zimmer School	9:30:00 AM	5:00:00 PM	"67 Alleghany St, 02120"	42.330669	-71.099301
57	HANO ST	2134	57 Hano St	42.3554	-71.13763	D2D	2	25025000802				4	0.4	Marty Barrett School	7:30:00 AM	3:00:00 PM	"189 Glenway St, 02121"	42.296597	-71.080657
57	HARBOR VIEW ST	2125	57 Harbor View St # 1	42.3169	-71.05395	D2D	2	25025091100				3	0.3	Jim Rice School	8:30:00 AM	3:10:00 PM	"215 Dorchester St, 02127"	42.333728	-71.050617
57	CHARTER ST	2113	57 Charter St # 5-D	42.36733	-71.05465	Corner	K	25025030100				1	0.2	Dave Ferriss School	8:30:00 AM	4:00:00 PM	"150 Newbury St, 02116"	42.350546	-71.07797
57	MYRTLE ST	2114	57 Myrtle St # 3	42.359398	-71.066482	Corner	K	25025020200				2	0.3	Tony Conigliaro School	8:30:00 AM	3:10:00 PM	"7 Bolster St, 02130"	42.321804	-71.105636
57	BROADLAWN PK	2467	57 Broadlawn Park # 4A	42.302621	-71.165373	Corner	3	25025130100				1	0.3	Dave Ferriss School	8:30:00 AM	4:00:00 PM	"150 Newbury St, 02116"	42.350546	-71.07797
58	HIGH ST	2129	58 High St # 4	42.376507	-71.064051	Corner	2	25025040401				4	0.4	Pete Runnels School	8:30:00 AM	3:10:00 PM	"95 Needham Rd, 02136"	42.243071	-71.124169
58	S CRESCENT CIRCUIT NULL	2135	58 S Crescent Cirt	42.34789	-71.16696	Corner	1	25025000302				1	0.2	Mo Vaughn School	9:30:00 AM	4:10:00 PM	"30 Athol St, 02134"	42.360776	-71.133959
58	SUMMIT ST	2136	58 Summit St	42.25019	-71.11235	Corner	2	25025140202				2	0.4	Ted Williams School	7:30:00 AM	2:10:00 PM	"131 Walnut Ave, 02119"	42.320827	-71.086945
58	KENNETH ST	2132	58 Kenneth St	42.28383	-71.15013	Corner	6	25025130300				3	0.4	Bill Lee School	8:30:00 AM	3:10:00 PM	"25 Warren St, 02135"	42.349138	-71.145516
58	GARDNER ST	2132	58 Gardner St	42.27709	-71.16811	Corner	K	25025130402				2	0.3	Johnny Pesky School	8:30:00 AM	4:00:00 PM	"236 Beech St, 02131"	42.281233	-71.141075
58	O ST	2127	58 O St	42.33646	-71.02909	Corner	4	25025060101				1	0.5	Jim Lonborg School	8:30:00 AM	4:00:00 PM	"270 Columbia Rd, 02121"	42.309175	-71.0756
58	GREEN ST	2130	58 Green St #2	42.3594	-71.0587	Corner	5	25025030300				7	0.4	Dave Ferriss School	8:30:00 AM	4:00:00 PM	"150 Newbury St, 02116"	42.350546	-71.07797
58	TEMPLE ST	2114	58 Temple St	42.359667	-71.063443	Corner	K	25025020302				4	0.2	John Valentin School	9:30:00 AM	5:00:00 PM	"426 Beech St, 02131"	42.277735	-71.135332
58	CHANDLER ST	2116	58 Chandler St	42.34662	-71.07165	D2D	2	25025070300				5	0.4	Dom DiMaggio School	8:30:00 AM	4:00:00 PM	"60 Washington St, 02121"	42.307152	-71.081162
58	BEACON ST	2108	58 Beacon St # 1	42.35661	-71.06851	D2D	6	25025020101				2	0.5	Joe Cronin School	7:30:00 AM	2:10:00 PM	"35 Brookford St, 02125"	42.318206	-71.075627
58	FENWOOD RD	2115	58 Fenwood Rd	42.33512	-71.10806	Corner	5	25025081001				5	0.5	Joe Cronin School	7:30:00 AM	2:10:00 PM	"35 Brookford St, 02125"	42.318206	-71.075627
58	JACOB ST	2124	58 Jacob St	42.2848	-71.08369	D2D	3	25025100200				7	0.5	Ellis Burks School	7:30:00 AM	2:10:00 PM	"90 Warren Ave, 02116"	42.344252	-71.07349
58	HIGH ST	2129	58 High St # 2	42.376507	-71.064051	Corner	3	25025040401				4	0.5	Haywood Sullivan School	9:30:00 AM	4:10:00 PM	"20 Warren St, 02135"	42.350354	-71.145582
